! cvtTypeJdegF.data
"typeJdegF" 32 0 1200 4095 1.0 -350 1400 1
!
7.641	7.671	7.702	7.732	7.763	7.794	7.824	7.855	7.885	7.916

7.947	7.977	8.008	8.039	8.069	8.100	8.131	8.161	8.192	8.223
8.253	8.284	8.315	8.345	8.376	8.407	8.437	8.468	8.499	8.530
8.560	8.591	8.622	8.652	8.683	8.714	8.745	8.775	8.806	8.837
8.867	8.898	8.929	8.960	8.990	9.021	9.052	9.083	9.113	9.144
9.175	9.206	9.236	9.267	9.298	9.329	9.359	9.390	9.421	9.452

9.483	9.513	9.544	9.575	9.606	9.636	9.667	9.698	9.729	9.760
9.790	9.821	9.852	9.883	9.914	9.944	9.975	10.006	10.037	10.068
10.098	10.129	10.160	10.191	10.222	10.252	10.283	10.314	10.345	10.376
10.407	10.437	10.468	10.499	10.530	10.561	10.592	10.622	10.653	10.684
10.715	10.746	10.777	10.807	10.838	10.869	10.900	10.931	10.962	10.992

11.023	11.054	11.085	11.116	11.147	11.177	11.208	11.239	11.270	11.301
11.332	11.363	11.393	11.424	11.455	11.486	11.517	11.548	11.578	11.609
11.640	11.671	11.702	11.733	11.764	11.794	11.825	11.856	11.887	11.918
11.949	11.980	12.010	12.041	12.072	12.103	12.134	12.165	12.196	12.226
12.257	12.288	12.319	12.350	12.381	12.411	12.442	12.473	12.504	12.535

12.566	12.597	12.627	12.658	12.689	12.720	12.751	12.782	12.813	12.843
12.874	12.905	12.936	12.967	12.998	13.029	13.059	13.090	13.121	13.152
13.183	13.214	13.244	13.275	13.306	13.337	13.368	13.399	13.430	13.460
13.491	13.522	13.553	13.584	13.615	13.645	13.676	13.707	13.738	13.769
13.800	13.830	13.861	13.892	13.923	13.954	13.985	14.015	14.046	14.077

14.108	14.139	14.170	14.200	14.231	14.262	14.293	14.324	14.355	14.385
14.416	14.447	14.478	14.509	14.539	14.570	14.601	14.632	14.663	14.694
14.724	14.755	14.786	14.817	14.848	14.878	14.909	14.940	14.971	15.002
15.032	15.063	15.094	15.125	15.156	15.186	15.217	15.248	15.279	15.310
15.340	15.371	15.402	15.433	15.464	15.494	15.525	15.556	15.587	15.617

15.648	15.679	15.710	15.741	15.771	15.802	15.833	15.864	15.894	15.925
15.956	15.987	16.018	16.048	16.079	16.110	16.141	16.171	16.202	16.233
16.264	16.294	16.325	16.356	16.387	16.417	16.448	16.479	16.510	16.540
16.571	16.602	16.633	16.663	16.694	16.725	16.756	16.786	16.817	16.848
16.879	16.909	16.940	16.971	17.001	17.032	17.063	17.094	17.124	17.155

17.186	17.217	17.247	17.278	17.309	17.339	17.370	17.401	17.432	17.462
17.493	17.524	17.554	17.585	17.616	17.646	17.677	17.708	17.739	17.769
17.800	17.831	17.861	17.892	17.923	17.953	17.984	18.015	18.046	18.076	
18.107	18.138	18.168	18.199	18.230	18.260	18.291	18.322	18.352	18.383
18.414	18.444	18.475	18.506	18.537	18.567	18.598	18.629	18.659	18.690

18.721	18.751	18.782	18.813	18.843	18.874	18.905	18.935	18.966	18.997
19.027	19.058	19.089	19.119	19.150	19.180	19.211	19.242	19.272	19.303
19.334	19.364	19.395	19.426	19.456	19.487	19.518	19.548	19.579	19.610
19.640	19.671	19.702	19.732	19.763	19.793	19.824	19.855	19.885	19.916
19.947	19.977	20.008	20.039	20.069	20.100	20.131	20.161	20.192	20.222

20.253	20.284	20.314	20.345	20.376	20.406	20.437	20.467	20.498	20.529
20.559	20.590	20.621	20.651	20.682	20.713	20.743	20.774	20.804	20.835
20.866	20.896	20.927	20.958	20.988	21.019	21.049	21.080	21.111	21.141
21.172	21.203	21.233	21.264	21.295	21.325	21.356	21.386	21.417	21.448
21.478	21.509	21.540	21.570	21.601	21.631	21.662	21.693	21.723	21.754

21.785	21.815	21.846	21.877	21.907	21.938	21.968	21.999	22.030	22.060
22.091	22.122	22.152	22.183	22.214	22.244	22.275	22.305	22.336	22.367
22.397	22.428	22.459	22.489	22.520	22.551	22.581	22.612	22.643	22.673
22.704	22.735	22.765	22.796	22.826	22.857	22.888	22.918	22.949	22.980
23.010	23.041	23.072	23.102	23.133	23.164	23.194	23.225	23.256	23.286

23.317	23.348	23.378	23.409	23.440	23.471	23.501	23.532	23.563	23.593
23.624	23.655	23.685	23.716	23.747	23.777	23.808	23.839	23.870	23.900
23.931	23.962	23.992	24.023	24.054	24.085	24.115	24.146	24.177	24.207
24.238	24.269	24.300	24.330	24.361	24.392	24.423	24.453	24.484	24.515
24.546	24.576	24.607	24.638	24.669	24.699	24.730	24.761	24.792	24.822

24.853	24.854	24.915	24.946	24.976	25.007	25.038	25.069	25.099	25.130
25.161	25.192	25.223	25.254	25.284	25.315	25.346	25.377	25.408	25.438
25.469	25.500	25.531	25.562	25.593	25.623	25.654	25.685	25.716	25.747
25.778	25.809	25.840	25.870	25.901	25.932	25.963	25.994	26.025	26.056
26.087	26.118	26.148	26.179	26.210	26.241	26.272	26.303	26.334	26.365

26.396	26.427	26.458	26.489	26.520	26.551	26.582	26.613	26.644	26.675
26.705	26.736	26.767	26.798	26.829	26.860	26.891	26.922	26.954	26.985
27.016	27.047	27.078	27.109	27.140	27.171	27.202	27.233	27.264	27.295
27.326	27.357	27.388	27.419	27.450	27.482	27.513	27.544	27.575	27.606
27.637	27.668	27.699	27.731	27.762	27.793	27.824	27.855	27.886	27.917

27.949	27.980	28.011	28.042	28.073	28.105	28.136	28.167	28.198	28.230
28.261	28.292	28.323	28.355	28.386	28.417	28.448	28.480	28.511	28.542
28.573	28.605	28.636	28.667	28.699	28.730	28.761	28.793	28.824	28.855
28.887	28.918	28.950	28.981	29.012	29.044	29.075	29.107	29.138	29.169
29.201	29.232	29.264	29.295	29.327	29.358	29.390	29.421	29.452	29.484

29.515	29.547	29.578	29.610	29.642	29.673	29.705	29.736	29.768	29.799
29.831	29.862	29.894	29.926	29.957	29.989	30.020	30.052	30.084	30.115
30.147	30.179	30.210	30.242	30.274	30.305	30.337	30.369	30.400	30.432
30.464	30.496	30.527	30.559	30.591	30.623	30.654	30.686	30.718	30.750
30.782	30.813	30.845	30.877	30.909	30.941	30.973	31.005	31.036	31.068

31.100	31.132	31.164	31.196	31.228	31.260	31.292	31.324	31.356	31.388
31.420	31.452	31.484	31.516	31.548	31.580	31.612	31.644	31.676	31.708
31.740	31.772	31.804	31.836	31.868	31.901	31.933	31.965	31.997	32.029
32.061	32.094	32.126	32.158	32.190	32.222	32.255	32.287	32.319	32.351
32.384	32.416	32.448	32.480	32.513	32.545	32.577	32.610	32.642	32.674

32.707	32.739	32.772	32.804	32.836	32.869	32.901	32.934	32.966	32.999
33.031	33.064	33.096	33.129	33.161	33.194	33.226	33.259	33.291	33.324
33.356	33.389	33.422	33.454	33.487	33.519	33.552	33.585	33.617	33.650
33.683	33.715	33.748	33.781	33.814	33.846	33.879	33.912	33.945	33.977
34.010	34.043	34.076	34.109	34.141	34.174	34.207	34.240	34.273	34.306

34.339	34.372	34.405	34.437	34.470	34.503	34.536	34.569	34.602	34.635
34.668	34.701	34.734	34.767	34.801	34.834	34.867	34.900	34.933	34.966
34.999	35.032	35.065	35.099	35.132	35.165	35.198	35.231	35.265	35.298
35.331	35.364	35.398	35.431	35.464	35.498	35.531	35.564	35.598	35.631
35.664	35.698	35.731	35.764	35.798	35.831	35.865	35.898	35.932	35.965

35.999	36.032	36.066	36.099	36.133	36.166	36.200	36.233	36.267	36.301
36.334	36.368	36.401	36.435	36.469	36.502	36.536	36.570	36.603	36.637
36.671	36.705	36.738	36.772	36.806	36.840	36.873	36.907	36.941	36.975
37.009	37.043	37.076	37.110	37.144	37.178	37.212	37.246	37.280	37.314
37.348	37.382	37.416	37.450	37.484	37.518	37.552	37.586	37.620	37.654

37.688	37.722	37.756	37.790	37.825	37.859	37.893	37.927	37.961	37.995
38.030	38.064	38.098	38.132	38.167	38.201	38.235	38.269	38.304	38.338
38.372	38.407	38.441	38.475	38.510	38.544	38.578	38.613	38.647	38.682
38.716	38.751	38.785	38.819	38.854	38.888	38.923	38.957	38.992	39.027
39.061	39.096	39.130	39.165	39.199	39.234	39.269	39.303	39.338	39.373

39.407	39.442	39.477	39.511	39.546	39.581	39.615	39.650	39.685	39.720
39.754	39.789	39.824	39.859	39.894	39.928	39.963	39.998	40.033	40.068
40.103	40.138	40.172	40.207	40.242	40.277	40.312	40.347	40.382	40.417
40.452	40.487	40.522	40.557	40.592	40.627	40.662	40.697	40.732	40.767
40.802	40.837	40.872	40.908	40.943	40.978	41.013	41.048	41.083	41.118	

41.154	41.189	41.224	41.259	41.294	41.329	41.365	41.400	41.435	41.470
41.506	41.541	41.576	41.611	41.647	41.682	41.717	41.753	41.788	41.823
41.859	41.894	41.929	41.965	42.000	42.035	42.071	42.106	42.142	42.177
42.212	42.248	42.283	42.319	42.354	42.390	42.425	42.460	42.496	42.531
42.567	42.602	42.638	42.673	42.709	42.744	42.780	42.815	42.851	42.886
42.922
